Unnamed: 0,type,name,count,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100,L101,L102,L103,L104,L105,L106,L107,L108,L109,L110,L111,L112,L113,L114,L115,L116,L117,L118,L119,L120,L121,L122,L123,L124,L125,L126,L127,L128,L129,L130,L131,L132,L133,L134,L135,L136,L137,L138,L139,L140,L141,L142,L143,L144,L145,L146,L147,L148,L149,L150,L151,L152,L153,L154,L155,L156,L157,L158,L159,L160,L161,L162,L163,L164,L165,L166,L167,L168,L169,L170,L171,L172,L173,L174,L175,L176,L177,L178,L179,L180,L181,L182,L183,L184,L185,L186,L187,L188,L189,L190,L191,L192,L193,L194,L195,L196,L197,L198,L199,L200,L201,L202,L203,L204,L205,L206,L207,L208,L209,L210,L211,L212,L213,L214,L215,L216,L217,L218,L219,L220,L221,L222,L223,L224,L225,L226,L227,L228,L229,L230,L231,L232,L233,L234,L235,L236,L237,L238,L239,L240,L241,L242,L243,L244,L245,L246,L247,L248,L249,L250,L251,L252,L253,L254,L255,L256,L257,L258,L259,L260,L261,L262,L263,L264,L265,L266,L267,L268,L269,L270,L271,L272,L273,L274,L275,L276,L277,L278,L279,L280,L281,L282,L283,L284,L285,L286,L287,L288,L289,L290,L291,L292,L293,L294,L295,L296,L297,L298,L299,L300,L301,L302
547,jumpjack,stu1_24.mp4,68.0,0.0,25.0,25.0,47.0,47.0,69.0,69.0,89.0,89.0,113.0,113.0,134.0,134.0,155.0,155.0,178.0,178.0,200.0,200.0,223.0,223.0,245.0,245.0,267.0,267.0,290.0,290.0,310.0,310.0,334.0,334.0,355.0,355.0,377.0,377.0,398.0,398.0,418.0,418.0,441.0,441.0,463.0,463.0,485.0,485.0,508.0,508.0,529.0,529.0,548.0,548.0,571.0,571.0,591.0,591.0,614.0,614.0,635.0,635.0,657.0,657.0,679.0,679.0,701.0,701.0,722.0,722.0,744.0,744.0,765.0,765.0,788.0,788.0,810.0,810.0,832.0,832.0,853.0,853.0,874.0,874.0,897.0,897.0,919.0,919.0,940.0,940.0,962.0,962.0,982.0,982.0,1003.0,1003.0,1026.0,1026.0,1047.0,1047.0,1070.0,1070.0,1091.0,1091.0,1115.0,1115.0,1138.0,1138.0,1158.0,1158.0,1183.0,1183.0,1202.0,1202.0,1225.0,1225.0,1247.0,1247.0,1270.0,1270.0,1293.0,1293.0,1313.0,1313.0,1339.0,1339.0,1358.0,1358.0,1381.0,1381.0,1401.0,1401.0,1425.0,1425.0,1447.0,1447.0,1469.0,1469.0,1495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,benchpress,test138.mp4,12.0,0.0,26.0,26.0,50.0,51.0,74.0,75.0,96.0,96.0,117.0,117.0,140.0,140.0,164.0,164.0,191.0,191.0,214.0,214.0,237.0,237.0,262.0,262.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,situp,stu6_51.mp4,10.0,114.0,278.0,280.0,499.0,499.0,654.0,669.0,834.0,842.0,969.0,971.0,1120.0,1121.0,1240.0,1241.0,1391.0,1399.0,1535.0,1540.0,1690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,jumpjack,stu1_25.mp4,43.0,15.0,38.0,38.0,65.0,65.0,89.0,89.0,112.0,112.0,137.0,137.0,161.0,161.0,188.0,188.0,212.0,212.0,238.0,238.0,263.0,263.0,290.0,290.0,316.0,316.0,340.0,340.0,367.0,367.0,392.0,392.0,418.0,418.0,442.0,442.0,470.0,470.0,495.0,495.0,522.0,522.0,549.0,549.0,573.0,573.0,600.0,600.0,624.0,624.0,650.0,650.0,676.0,676.0,701.0,701.0,726.0,726.0,751.0,751.0,775.0,775.0,802.0,802.0,827.0,827.0,853.0,853.0,877.0,877.0,902.0,902.0,926.0,926.0,951.0,951.0,976.0,976.0,1002.0,1002.0,1027.0,1027.0,1051.0,1051.0,1076.0,1076.0,1105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,situp,stu6_56.mp4,9.0,45.0,116.0,116.0,192.0,192.0,280.0,282.0,387.0,390.0,471.0,471.0,541.0,541.0,610.0,610.0,684.0,684.0,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,jumpjack,stu7_28.mp4,10.0,9.0,39.0,39.0,66.0,66.0,94.0,94.0,123.0,123.0,152.0,152.0,182.0,182.0,209.0,209.0,237.0,238.0,267.0,268.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,frontraise,stu8_20.mp4,8.0,5.0,128.0,128.0,222.0,222.0,331.0,331.0,426.0,426.0,523.0,523.0,633.0,633.0,743.0,743.0,839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,situp,stu9_59.mp4,7.0,393.0,431.0,431.0,467.0,467.0,504.0,504.0,540.0,540.0,578.0,578.0,616.0,616.0,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,situp,stu7_58.mp4,9.0,6.0,70.0,70.0,134.0,134.0,195.0,198.0,254.0,256.0,312.0,327.0,386.0,389.0,448.0,454.0,510.0,513.0,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,jumpjack,stu7_33.mp4,7.0,54.0,159.0,159.0,202.0,203.0,233.0,233.0,267.0,362.0,395.0,397.0,423.0,423.0,449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,pushup,stu7_46.mp4,16.0,9.0,41.0,41.0,72.0,72.0,106.0,106.0,136.0,136.0,170.0,171.0,201.0,201.0,234.0,643.0,691.0,691.0,724.0,724.0,763.0,763.0,801.0,801.0,842.0,842.0,885.0,885.0,923.0,923.0,964.0,965.0,1010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,situp,stu5_60.mp4,4.0,201.0,303.0,303.0,416.0,416.0,531.0,532.0,636.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,jumpjack,stu2_30.mp4,25.0,40.0,69.0,69.0,95.0,95.0,121.0,121.0,144.0,144.0,168.0,168.0,195.0,195.0,220.0,220.0,246.0,246.0,271.0,271.0,298.0,298.0,320.0,320.0,346.0,346.0,372.0,372.0,397.0,397.0,421.0,421.0,450.0,450.0,474.0,474.0,498.0,498.0,526.0,526.0,550.0,550.0,575.0,575.0,598.0,598.0,626.0,626.0,652.0,652.0,681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,situp,stu4_58.mp4,9.0,0.0,68.0,281.0,421.0,465.0,534.0,537.0,856.0,876.0,958.0,970.0,1127.0,1142.0,1259.0,1273.0,1388.0,1404.0,1514.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,pullup,stu5_38.mp4,13.0,44.0,83.0,83.0,123.0,123.0,167.0,167.0,217.0,217.0,271.0,271.0,328.0,328.0,381.0,381.0,437.0,437.0,501.0,502.0,569.0,569.0,656.0,656.0,788.0,788.0,962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,squat,stu4_65.mp4,24.0,175.0,235.0,236.0,284.0,286.0,322.0,324.0,370.0,372.0,419.0,421.0,463.0,464.0,506.0,507.0,546.0,547.0,594.0,595.0,639.0,640.0,684.0,686.0,723.0,725.0,769.0,770.0,812.0,813.0,859.0,861.0,906.0,909.0,949.0,951.0,994.0,995.0,1038.0,1040.0,1076.0,1080.0,1119.0,1120.0,1163.0,1165.0,1206.0,1209.0,1252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,frontraise,stu7_22.mp4,2.0,179.0,278.0,288.0,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,pullup,stu1_31.mp4,32.0,1.0,17.0,17.0,38.0,38.0,61.0,61.0,85.0,85.0,108.0,108.0,131.0,226.0,246.0,246.0,269.0,269.0,294.0,294.0,315.0,315.0,340.0,340.0,363.0,363.0,389.0,531.0,550.0,550.0,576.0,576.0,599.0,599.0,626.0,626.0,649.0,649.0,672.0,672.0,694.0,694.0,719.0,719.0,746.0,746.0,774.0,945.0,969.0,969.0,1016.0,1016.0,1043.0,1043.0,1078.0,1078.0,1111.0,1111.0,1159.0,1159.0,1197.0,1197.0,1255.0,1441.0,1481.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,benchpress,stu4_2.mp4,15.0,106.0,171.0,171.0,204.0,204.0,231.0,232.0,265.0,266.0,298.0,299.0,332.0,332.0,365.0,365.0,396.0,396.0,426.0,426.0,460.0,565.0,613.0,625.0,705.0,716.0,795.0,796.0,898.0,904.0,981.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,frontraise,stu9_21.mp4,16.0,349.0,422.0,443.0,521.0,522.0,597.0,597.0,667.0,667.0,730.0,730.0,807.0,807.0,876.0,876.0,936.0,937.0,1013.0,1013.0,1098.0,1098.0,1186.0,1187.0,1258.0,1258.0,1337.0,1338.0,1436.0,1617.0,1681.0,1727.0,1792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,situp,stu7_59.mp4,5.0,7.0,96.0,96.0,217.0,219.0,333.0,335.0,432.0,432.0,524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,situp,stu5_58.mp4,4.0,581.0,846.0,956.0,1059.0,1059.0,1178.0,1179.0,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,jumpjack,stu8_32.mp4,5.0,59.0,93.0,93.0,123.0,123.0,154.0,154.0,185.0,185.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,squat,stu7_71.mp4,32.0,9.0,49.0,50.0,86.0,86.0,124.0,125.0,168.0,168.0,209.0,209.0,248.0,248.0,289.0,289.0,331.0,332.0,372.0,373.0,411.0,412.0,449.0,450.0,491.0,493.0,530.0,533.0,570.0,572.0,612.0,613.0,655.0,656.0,694.0,694.0,735.0,735.0,773.0,773.0,819.0,821.0,858.0,859.0,904.0,906.0,942.0,943.0,983.0,983.0,1024.0,1025.0,1066.0,1066.0,1107.0,1107.0,1149.0,1150.0,1189.0,1191.0,1233.0,1234.0,1272.0,1273.0,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,situp,train3382.mp4,4.0,28.0,77.0,77.0,128.0,128.0,181.0,181.0,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,frontraise,stu9_12.mp4,7.0,0.0,45.0,45.0,91.0,91.0,131.0,131.0,176.0,199.0,240.0,240.0,286.0,286.0,334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,situp,stu5_53.mp4,27.0,35.0,107.0,107.0,173.0,173.0,244.0,244.0,327.0,327.0,393.0,393.0,458.0,458.0,519.0,519.0,581.0,581.0,646.0,646.0,715.0,715.0,780.0,780.0,850.0,850.0,915.0,915.0,971.0,971.0,1035.0,1035.0,1100.0,1100.0,1157.0,1157.0,1226.0,1226.0,1292.0,1292.0,1357.0,1358.0,1425.0,1425.0,1490.0,1490.0,1553.0,1553.0,1618.0,1619.0,1687.0,1687.0,1756.0,1756.0,1798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,situp,stu5_51.mp4,25.0,107.0,123.0,123.0,146.0,146.0,162.0,162.0,179.0,179.0,197.0,197.0,215.0,215.0,239.0,239.0,278.0,278.0,295.0,295.0,312.0,312.0,335.0,335.0,350.0,350.0,366.0,366.0,381.0,381.0,402.0,402.0,421.0,421.0,438.0,438.0,451.0,451.0,466.0,467.0,478.0,478.0,492.0,492.0,507.0,507.0,525.0,525.0,550.0,550.0,569.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,benchpress,stu6_2.mp4,9.0,205.0,270.0,270.0,329.0,329.0,397.0,397.0,473.0,473.0,553.0,553.0,622.0,622.0,703.0,703.0,791.0,791.0,873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,frontraise,test545.mp4,1.0,0.0,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,squat,test2323.mp4,2.0,0.0,129.0,144.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
